Name,Category,Value
B892,B,0.363616913
A892,A,0.952959664
B116,B,0.44000682
A266,A,0.489872138
B151,B,0.361865866
A891,A,0.036319164
B902,B,0.826009965
A718,A,0.313271175
B44,B,0.604388401
A919,A,0.72792699
B227,B,0.239544365
A841,A,0.683832692
B987,B,0.545746996
A290,A,0.543734053
B242,B,0.110498219
A44,A,0.70385265
B641,B,0.305268324
A184,A,0.177506911
B757,B,0.8956147
A361,A,0.568943948
B950,B,0.65913609
A622,A,0.41923618
B437,B,0.829315778
A432,A,0.404678913
B874,B,0.18738985
A721,A,0.853825697
B831,B,0.194562122
A296,A,0.260321611
B419,B,0.041459742
A670,A,0.403736379
B815,B,0.876082784
A668,A,0.153684505
B788,B,0.475463772
A939,A,0.445847856
B854,B,0.689479475
A232,A,0.620438725
B747,B,0.711997133
A643,A,0.014679872
B58,B,0.549669865
A578,A,0.852644217
B225,B,0.552965138
A277,A,0.368736341
B562,B,0.971615909
A674,A,0.273009499
B946,B,0.581989927
A281,A,0.463485045
B798,B,0.907391431
A807,A,0.441212631
B661,B,0.703078298
A342,A,0.437246165
B453,B,0.103667954
A294,A,0.46930457
B927,B,0.876500657
A510,A,0.366709661
B696,B,0.818578673
A641,A,0.180980977
B366,B,0.840741084
A49,A,0.993521248
B440,B,0.467399341
A116,A,0.139123633
B434,B,0.32105386
A660,A,0.375869843
B749,B,0.35963761
A73,A,0.629157098
B747,B,0.998457185
A323,A,0.408319621
B872,B,0.647001768
A655,A,0.992855138
B497,B,0.571461138
A951,A,0.753061603
B419,B,0.142116457
A85,A,0.205925481
B346,B,0.096401534
A843,A,0.015760484
B755,B,0.204362842
A243,A,0.10936341
B371,B,0.104855571
A680,A,0.268751273
B462,B,0.215047654
A926,A,0.310947202
B612,B,0.525883084
A779,A,0.060582718
B823,B,0.102482165
A497,A,0.587314837
B664,B,0.511285821
A503,A,0.293844188
B43,B,0.002041933
A818,A,0.437792618
B674,B,0.358365955
A897,A,0.853532797
B894,B,0.26880803
A872,A,0.65942091
B84,B,0.415357349
A527,A,0.479179379
B204,B,0.789573576
A970,A,0.896316507
B269,B,0.990240167
A26,A,0.221834283
B104,B,0.834894302
A530,A,0.467350776
B113,B,0.272652588
A395,A,0.19646306
B982,B,0.356360041
A882,A,0.531861668
B387,B,0.562025093
A390,A,0.926475598
B850,B,0.905761141
A128,A,0.253074525
B0,B,0.149114882
A154,A,0.575636998
B377,B,0.868655659
A925,A,0.470511066
B602,B,0.279749471
A394,A,0.89558619
B486,B,0.891703617
A403,A,0.778889228
B377,B,0.633195907
A819,A,0.312180019
B461,B,0.562988557
A772,A,0.196503549
B90,B,0.158079353
A532,A,0.876840938
B489,B,0.606457825
A812,A,0.919473075
B25,B,0.473186391
A193,A,0.43746906
B491,B,0.454275769
A123,A,0.041831472
B517,B,0.816593034
A974,A,0.504353488
B225,B,0.514069741
A774,A,0.684610756
B359,B,0.86525497
A161,A,0.231468199
B346,B,0.194177975
A308,A,0.645333631
B955,B,0.220858699
A470,A,0.944958126
B322,B,0.879959684
A5,A,0.97797275
B496,B,0.401968252
A638,A,0.749133728
B257,B,0.792945362
A163,A,0.204720548
B240,B,0.511456877
A375,A,0.760954338
B898,B,0.072131541
A990,A,0.714561018
B410,B,0.143439387
A425,A,0.696949222
B666,B,0.230186669
A175,A,0.048667929
B319,B,0.484767314
A635,A,0.750342524
B785,B,0.843070252
A126,A,0.756566105
B706,B,0.421289443
A959,A,0.54520525
B957,B,0.308150208
A514,A,0.201060121
B62,B,0.299400157
A587,A,0.704116858
B634,B,0.975981483
A223,A,0.462415735
B415,B,0.675596038
A727,A,0.024251317
B36,B,0.783560996
A73,A,0.367423716
B437,B,0.435756017
A483,A,0.46145828
B487,B,0.500124743
A6,A,0.692775818
B53,B,0.551373486
A691,A,0.020741187
B983,B,0.002583197
A303,A,0.473621208
B807,B,0.356089324
A465,A,0.608725641
B441,B,0.789151678
A713,A,0.086651961
B526,B,0.13048764
A151,A,0.314245937
B315,B,0.843285044
A955,A,0.324566818
B174,B,0.212767613
A881,A,0.912198258
B755,B,0.009765492
A514,A,0.682053608
B222,B,0.984925598
A208,A,0.806158856
B291,B,0.466051421
A679,A,0.343625132
B759,B,0.954949381
A236,A,0.432097452
B951,B,0.192921755
A300,A,0.996960885
B76,B,0.770722952
A43,A,0.832823809
B657,B,0.171732357
A875,A,0.105651751
B854,B,0.155419075
A385,A,0.302493742
B867,B,0.061738737
A198,A,0.467717831
B394,B,0.196717229
A977,A,0.327444685
B433,B,0.49307691
A619,A,0.993275503
B725,B,0.215691205
A667,A,0.733934681
B357,B,0.817715346
A438,A,0.817633482
B852,B,0.760916556
A749,A,0.793421266
B704,B,0.75845393
A981,A,0.943662153
B470,B,0.850936489
A438,A,0.561722961
B152,B,0.944692376
A540,A,0.269002312
B564,B,0.654048625
A403,A,0.338223105
B617,B,0.82275606
A630,A,0.209187902
B52,B,0.709518973
A322,A,0.915051955
B243,B,0.581073664
A675,A,0.188995595
B718,B,0.040362217
A631,A,0.586313264
B290,B,0.74645501
A380,A,0.778371332
B992,B,0.832101131
A177,A,0.24329752
B946,B,0.171733292
A550,A,0.744657975
B732,B,0.642926989
A852,A,0.212129396
B593,B,0.524783389
A867,A,0.284465393
B113,B,0.432149539
A893,A,0.459905417
B588,B,0.619119607
A100,A,0.196040196
B342,B,0.684356298
A359,A,0.981596784
B32,B,0.489843893
A820,A,0.88930513
B938,B,0.208050866
A882,A,0.789102452
B463,B,0.808306615
A61,A,0.897094862
B968,B,0.88798503
A145,A,0.517438194
B955,B,0.042102315
A621,A,0.461260982
B621,B,0.258550458
A395,A,0.577553151
B95,B,0.748471218
A889,A,0.243589261
B535,B,0.39444137
A679,A,0.543983079
B27,B,0.579378071
A559,A,0.800910249
B275,B,0.366199143
A521,A,0.367686444
B715,B,0.474870545
A331,A,0.320853106
B621,B,0.281043332
A256,A,0.172588234
B866,B,0.421970017
A441,A,0.935470878
B512,B,0.842793115
A412,A,0.572734048
B250,B,0.229281154
A246,A,0.745647952
B854,B,0.827796004
A891,A,0.370888281
B16,B,0.444260114
A398,A,0.915472564
B11,B,0.167396753
A219,A,0.417229569
B978,B,0.784364606
A997,A,0.241003612
B412,B,0.237121057
A271,A,0.669467198
B721,B,0.679744327
A652,A,0.068126468
B23,B,0.029447861
A158,A,0.999831651
B255,B,0.917654802
A504,A,0.347181364
B713,B,0.155895354
A487,A,0.829998706
B951,B,0.854292681
A662,A,0.648344858
B842,B,0.907191176
A9,A,0.587772881
B39,B,0.378178562
A602,A,0.100439848
B678,B,0.456867318
A426,A,0.523121085
B792,B,0.523669873
A179,A,0.712051959
B149,B,0.287486584
A326,A,0.204692069
B256,B,0.886132032
A761,A,0.831686616
B38,B,0.070312431
A73,A,0.618363691
B709,B,0.944005692
A795,A,0.530445951
B926,B,0.745972738
A912,A,0.425059672
B231,B,0.481359692
A782,A,0.478774356
B373,B,0.338822163
A939,A,0.06310858
B210,B,0.128889596
A326,A,0.390205008
B394,B,0.682681491
A42,A,0.747679353
B112,B,0.08564994
A164,A,0.29135963
B932,B,0.088555105
A888,A,0.938133397
B760,B,0.592277582
A228,A,0.956217645
B602,B,0.572884076
A48,A,0.711083855
B951,B,0.192625952
A209,A,0.200557724
B314,B,0.840944857
A822,A,0.090368189
B645,B,0.680652751
A422,A,0.673152027
B992,B,0.96148621
A574,A,0.824303695
B73,B,0.19462378
A792,A,0.152715836
B403,B,0.591924823
A853,A,0.681544908
B737,B,0.712444973
A207,A,0.0066732
B908,B,0.753217405
A124,A,0.730499593
B166,B,0.332369084
A593,A,0.196725024
B648,B,0.213161638
A645,A,0.075964125
B232,B,0.10914482
A337,A,0.98597353
B94,B,0.750671439
A998,A,0.992126035
B216,B,0.429016588
A305,A,0.540511394
B289,B,0.780242631
A767,A,0.707318362
B254,B,0.777681021
A630,A,0.449296711
B929,B,0.230511498
A705,A,0.517342248
B59,B,0.329433963
A77,A,0.608938654
B313,B,0.847768807
A832,A,0.517797709
B30,B,0.605024452
A959,A,0.023353884
B272,B,0.459337105
A42,A,0.420863111
B221,B,0.575839961
A59,A,0.53586597
B603,B,0.762513846
A250,A,0.751447722
B771,B,0.193516681
A416,A,0.401808807
B480,B,0.656811842
A532,A,0.906697472
B828,B,0.300562515
A742,A,0.923205421
B603,B,0.976536161
A359,A,0.171248929
B87,B,0.465061661
A8,A,0.329640404
B855,B,0.890401549
A653,A,0.559693226
B354,B,0.877071951
A219,A,0.072591477
B493,B,0.803147306
A175,A,0.707633083
B521,B,0.339553388
A184,A,0.07357904
B893,B,0.027466058
A165,A,0.863789838
B919,B,0.162940978
A277,A,0.83317105
B266,B,0.075978785
A328,A,0.079008994
B563,B,0.661130418
A590,A,0.083746835
B467,B,0.165083464
A213,A,0.902724951
B652,B,0.574863244
A717,A,0.721264924
B502,B,0.228568069
A866,A,0.094391632
B376,B,0.869141042
A86,A,0.962237146
B357,B,0.870840625
A90,A,0.337230242
B403,B,0.062463557
A795,A,0.261954432
B288,B,0.103901142
A830,A,0.438868075
B193,B,0.292050497
A949,A,0.362785748
B966,B,0.360396329
A411,A,0.241811599
B214,B,0.70336356
A233,A,0.087208375
B61,B,0.090476733
A181,A,0.316513547
B523,B,0.49750506
A620,A,0.00804034
B765,B,0.816386818
A715,A,0.186345223
B337,B,0.812240302
A641,A,0.089716968
B945,B,0.728045579
A643,A,0.534414254
B875,B,0.060117004
A653,A,0.610675399
B148,B,0.994069001
A786,A,0.496992546
B696,B,0.710361514
A239,A,0.569562516
B8,B,0.191537334
A33,A,0.870278769
B133,B,0.584991593
A389,A,0.752713418
B19,B,0.469958613
A745,A,0.381257377
B950,B,0.984030214
A455,A,0.610259766
B614,B,0.861436245
A491,A,0.43675348
B651,B,0.949589789
A5,A,0.537367739
B185,B,0.864545083
A967,A,0.178847152
B262,B,0.609481861
A76,A,0.836042389
B187,B,0.309725505
A473,A,0.304436652
B26,B,0.01990167
A643,A,0.833767513
B530,B,0.968574323
A800,A,0.143069054
B446,B,0.703328561
A938,A,0.460891199
B6,B,0.107585345
A820,A,0.010219579
B227,B,0.661112025
A740,A,0.950134951
B438,B,0.495600198
A108,A,0.894805121
B924,B,0.458958986
A723,A,0.178249932
B27,B,0.525299645
A82,A,0.342128252
B925,B,0.932040725
A511,A,0.117153925
B276,B,0.774983141
A138,A,0.415985531
B255,B,0.73107739
A539,A,0.537005694
B972,B,0.27951183
A869,A,0.566873643
B416,B,0.972633795
A736,A,0.126481714
B923,B,0.901998537
A588,A,0.707943855
B726,B,0.472752006
A864,A,0.961934362
B335,B,0.132008638
A423,A,0.319088542
B510,B,0.487609353
A160,A,0.192577526
B635,B,0.817485604
A906,A,0.558265375
B791,B,0.229347521
A790,A,0.108815696
B228,B,0.100581142
A204,A,0.387326933
B352,B,0.613791901
A17,A,0.054884282
B848,B,0.643964971
A844,A,0.274366865
B501,B,0.75522657
A939,A,0.636536471
B675,B,0.164218713
A331,A,0.217030458
B376,B,0.032845613
A759,A,0.8216259
B222,B,0.429729079
A774,A,0.050168723
B661,B,0.139868099
A754,A,0.89711756
B23,B,0.950390065
A463,A,0.192547375
B380,B,0.611805119
A172,A,0.048342976
B114,B,0.713055609
A234,A,0.582058136
B864,B,0.303238629
A871,A,0.524602082
B526,B,0.514094359
A425,A,0.77811889
B374,B,0.411685534
A653,A,0.440664813
B396,B,0.716297435
A732,A,0.050120343
B216,B,0.997736863
A976,A,0.27544137
B350,B,0.530933627
A170,A,0.969169026
B927,B,0.252259259
A687,A,0.668259794
B233,B,0.909769125
A47,A,0.535962933
B118,B,0.714818
A225,A,0.335947762
B377,B,0.364909553
A426,A,0.457327065
B382,B,0.381177772
A362,A,0.261578675
B986,B,0.586997491
A448,A,0.357109022
B564,B,0.213674749
A661,A,0.52801428
B413,B,0.630809076
A893,A,0.615148117
B706,B,0.30878497
A164,A,0.996070152
B843,B,0.090042349
A307,A,0.978494784
B379,B,0.484876985
A456,A,0.973699164
B486,B,0.374917278
A53,A,0.94678909
B456,B,0.350947436
A954,A,0.865370899
B833,B,0.418167321
A48,A,0.155689027
B880,B,0.050931739
A236,A,0.488564732
B732,B,0.979687792
A94,A,0.578752737
B7,B,0.234919675
A50,A,0.073892955
B718,B,0.768778687
A689,A,0.884679437
B188,B,0.579388989
A724,A,0.78542657
B671,B,0.748177116
A429,A,0.155519194
B693,B,0.483345745
A79,A,0.215723622
B716,B,0.513061543
A996,A,0.787302648
B416,B,0.206008225
A351,A,0.27172564
B514,B,0.519827207
A118,A,0.63493873
B681,B,0.81969736
A61,A,0.200522691
B778,B,0.335010384
A979,A,0.867638512
B998,B,0.722113885
A467,A,0.850065003
B261,B,0.008580568
A452,A,0.088765653
B584,B,0.065205557
A665,A,0.53874368
B972,B,0.474946951
A140,A,0.795589763
B753,B,0.947574262
A243,A,0.225153336
B488,B,0.471920101
A722,A,0.461346538
B159,B,0.218267792
A760,A,0.553986186
B301,B,0.985688307
A952,A,0.540260722
B601,B,0.080509692
A384,A,0.849530446
B437,B,0.589486852
A977,A,0.770156957
B10,B,0.428825796
A298,A,0.597529295
B37,B,0.263717161
A181,A,0.877160048
B764,B,0.0110152
A358,A,0.349382112
B279,B,0.0314782
A824,A,0.19464197
B920,B,0.723086234
A102,A,0.419773835
B203,B,0.30040458
A830,A,0.45596667
B993,B,0.065613835
A284,A,0.425513339
B31,B,0.175732504
A9,A,0.162611552
B49,B,0.764761275
A587,A,0.983429176
B767,B,0.33102069
A480,A,0.85790198
B864,B,0.971427685
A725,A,0.706176983
B329,B,0.617057801
A373,A,0.505757873
B826,B,0.036832647
A690,A,0.189360951
B963,B,0.719562101
A702,A,0.691396814
B870,B,0.803214186
A471,A,0.919975822
B485,B,0.262776156
A667,A,0.092620086
B618,B,0.533869702
A693,A,0.685521325
B531,B,0.472555176
A838,A,0.98631275
B807,B,0.277891656
A821,A,0.392471375
B202,B,0.546910561
A435,A,0.668589004
B342,B,0.139872496
A376,A,0.69619609
B816,B,0.642440688
A979,A,0.370943528
B410,B,0.685006559
A66,A,0.739710348
B566,B,0.87907455
A149,A,0.028201855
B878,B,0.399801125
A979,A,0.974488006
B810,B,0.215144777
A816,A,0.144234316
B242,B,0.243098752
A65,A,0.188070267
B466,B,0.445022799
A666,A,0.62714489
B64,B,0.999965694
A38,A,0.014318354
B585,B,0.611718662
A753,A,0.96408225
B900,B,0.345608033
A82,A,0.836588703
B483,B,0.739012742
A223,A,0.524930631
B325,B,0.33564975
A10,A,0.934999452
B292,B,0.550760208
A102,A,0.593511158
B511,B,0.821523667
A501,A,0.396951333
B417,B,0.880820419
A224,A,0.690345343
B833,B,0.346380191
A170,A,0.68815675
B378,B,0.454528823
A493,A,0.42264809
B862,B,0.089044419
A868,A,0.755862774
B483,B,0.849250904
A907,A,0.694428102
B587,B,0.092832771
A904,A,0.566775433
B632,B,0.288534129
A687,A,0.617760445
B88,B,0.347726067
A242,A,0.641189591
B94,B,0.79878932
A642,A,0.332446987
B796,B,0.656080889
A993,A,0.042961999
B688,B,0.959566557
A47,A,0.03469225
B742,B,0.994200569
A351,A,0.898740927
B305,B,0.701999073
A212,A,0.291608759
B975,B,0.098573021
A700,A,0.788366319
B335,B,0.400699166
A575,A,0.605449593
B115,B,0.843943838
A415,A,0.530206918
B577,B,0.042945138
A636,A,0.468972352
B475,B,0.768979417
A685,A,0.196696107
B810,B,0.309983156
A506,A,0.249924368
B232,B,0.107829592
A255,A,0.012833328
B910,B,0.977073767
A122,A,0.864505818
B254,B,0.661895748
A695,A,0.749430572
B769,B,0.042435356
A518,A,0.927723263
B326,B,0.440004234
A464,A,0.870773115
B559,B,0.103459858
A947,A,0.100602231
B484,B,0.321269356
A414,A,0.87848412
B465,B,0.576400839
A164,A,0.402012404
B965,B,0.289917844
A629,A,0.518850293
B789,B,0.588233482
A616,A,0.997356031
B129,B,0.174984355
A988,A,0.920181178
B98,B,0.975343668
A878,A,0.77122952
B764,B,0.450384551
A31,A,0.656616994
B780,B,0.644793655
A278,A,0.5836604
B135,B,0.604429679
A717,A,0.922629852
B134,B,0.354321481
A715,A,0.082736192
B97,B,0.914029515
A761,A,0.489902408
B887,B,0.800560721
A863,A,0.814424496
B256,B,0.629614299
A450,A,0.695749952
B24,B,0.859737148
A431,A,0.563822977
B469,B,0.622204948
A906,A,0.577201664
B170,B,0.595362599
A695,A,0.849595307
B2,B,0.495575592
A175,A,0.666928165
B861,B,0.241312337
A716,A,0.685237256
B206,B,0.578158838
A653,A,0.603861876
B527,B,0.9525584
A695,A,0.511692439
B309,B,0.407509896
A704,A,0.991819573
B904,B,0.542343294
A626,A,0.47560458
B782,B,0.343318737
A192,A,0.406942946
B446,B,0.195242052
A311,A,0.168057929
B573,B,0.919805939
A972,A,0.731161973
B226,B,0.700483311
A995,A,0.714450078
B914,B,0.378923474
A902,A,0.121873334
B12,B,0.099874854
A941,A,0.240436802
B50,B,0.264967635
A420,A,0.858530658
B582,B,0.803724865
A344,A,0.348938606
B380,B,0.539806575
A764,A,0.39443302
B358,B,0.310807587
A479,A,0.338690954
B891,B,0.938370181
A156,A,0.145861647
B266,B,0.751586681
A143,A,0.187998203
B130,B,0.226597672
A633,A,0.015242282
B966,B,0.479055697
A904,A,0.166752674
B624,B,0.009547708
A385,A,0.301895901
B665,B,0.482722742
A890,A,0.407988664
B715,B,0.939572192
A872,A,0.482307977
B342,B,0.814624808
A429,A,0.713716016
B862,B,0.347845228
A904,A,0.671349146
B196,B,0.84753767
A370,A,0.858509635
B290,B,0.727426065
A383,A,0.842257574
B631,B,0.328370462
A989,A,0.183938812
B719,B,0.111081408
A745,A,0.522300016
B210,B,0.868552107
A97,A,0.84969951
B563,B,0.785180494
A418,A,0.956550146
B185,B,0.085106848
A761,A,0.806986205
B765,B,0.363816864
A544,A,0.625498409
B228,B,0.805087591
A945,A,0.45169227
B484,B,0.590374879
A958,A,0.734228684
B810,B,0.692831961
A42,A,0.740370383
B417,B,0.203205667
A142,A,0.580028266
B156,B,0.403884531
A838,A,0.356236278
B731,B,0.219657451
A220,A,0.781440832
B573,B,0.646154556
A320,A,0.711457967
B577,B,0.851807274
A619,A,0.76418826
B604,B,0.57469601
A53,A,0.022617604
B51,B,0.783797315
A23,A,0.702367022
B987,B,0.263908984
A747,A,0.297651736
B974,B,0.03762189
A455,A,0.969664316
B903,B,0.462424979
A372,A,0.073719002
B362,B,0.17420765
A891,A,0.049358228
B615,B,0.619344583
A226,A,0.25119993
B853,B,0.807288346
A726,A,0.03400972
B732,B,0.920027377
A288,A,0.348261507
B275,B,0.304035647
A354,A,0.799475296
B88,B,0.618592172
A442,A,0.496793836
B796,B,0.188816092
A191,A,0.505254908
B361,B,0.03305624
A829,A,0.695648696
B445,B,0.663062947
A38,A,0.332610971
B721,B,0.037623449
A291,A,0.918083931
B382,B,0.832700121
A864,A,0.096885147
B159,B,0.107640299
A969,A,0.602006971
B746,B,0.450788009
A736,A,0.426106598
B967,B,0.434061935
A757,A,0.360804153
B846,B,0.505177565
A975,A,0.999375436
B865,B,0.239482088
A485,A,0.805323584
B362,B,0.73294559
A160,A,0.376342823
B523,B,0.788563639
A233,A,0.888220688
B239,B,0.30166971
A173,A,0.837405902
B432,B,0.072037707
A38,A,0.4998764
B145,B,0.946613581
A324,A,0.426584098
B232,B,0.935853919
A397,A,0.465977633
B808,B,0.017692116
A782,A,0.365219735
B197,B,0.455911461
A335,A,0.943361959
B842,B,0.581929645
A200,A,0.018707505
B40,B,0.928840474
A638,A,0.586641825
B754,B,0.103379541
A146,A,0.104503653
B424,B,0.080161811
A478,A,0.090243425
B133,B,0.585970569
A222,A,0.979345989
B288,B,0.954938069
A610,A,0.709968318
B973,B,0.417901667
A336,A,0.760480906
B923,B,0.011779809
A395,A,0.467849135
B127,B,0.467475026
A672,A,0.688453214
B375,B,0.691635782
A186,A,0.938798753
B39,B,0.364534223
A896,A,0.106986243
B482,B,0.654533705
A970,A,0.476859559
B325,B,0.568668393
A616,A,0.149230541
B569,B,0.227875908
A118,A,0.564583233
B534,B,0.30584776
A79,A,0.316774753
B953,B,0.662645953
A342,A,0.78469207
B251,B,0.706242227
A34,A,0.684674424
B589,B,0.673073115
A182,A,0.375935399
B479,B,0.665172533
A94,A,0.512328499
B816,B,0.259328895
A114,A,0.610754955
B474,B,0.780654432
A983,A,0.038126397
B166,B,0.741572766
A922,A,0.152729366
B838,B,0.414241755
A69,A,0.816028285
B581,B,0.985150902
A70,A,0.506232197
B957,B,0.32610732
A732,A,0.969988499
B888,B,0.88238053
A873,A,0.703114525
B907,B,0.785369949
A664,A,0.583543256
B840,B,0.802347978
A146,A,0.236864689
B817,B,0.062923018
A269,A,0.848185971
B979,B,0.063903617
A988,A,0.618246157
B761,B,0.517472722
A594,A,0.448620455
B451,B,0.956246243
A772,A,0.633170361
B96,B,0.304046945
A569,A,0.021914374
B601,B,0.64280579
A945,A,0.229161506
B115,B,0.192148758
A340,A,0.608682486
B579,B,0.285729271
A768,A,0.188967242
B373,B,0.111447684
A890,A,0.304269031
B886,B,0.491901474
A759,A,0.22142296
B935,B,0.980861075
A555,A,0.312767797
B157,B,0.654534116
A124,A,0.395805465
B219,B,0.152688323
A157,A,0.611673634
B605,B,0.879592741
A59,A,0.441788406
B193,B,0.432348292
A158,A,0.036097117
B303,B,0.454669542
A322,A,0.216336707
B156,B,0.759451352
A634,A,0.624773375
B693,B,0.233360229
A448,A,0.348133678
B589,B,0.066380564
A31,A,0.727639111
B212,B,0.417627744
A489,A,0.354939181
B933,B,0.485924476
A261,A,0.451249385
B134,B,0.777579057
A357,A,0.700519824
B740,B,0.09290261
A826,A,0.843002364
B920,B,0.962154912
A113,A,0.004742318
B245,B,0.760838616
A932,A,0.525154181
B513,B,0.397434085
A407,A,0.79878454
B426,B,0.54102374
A588,A,0.714945167
B94,B,0.966399417
A822,A,0.555736668
B301,B,0.225692767
A976,A,0.642541251
