DESTINATION,CODES,NEW RATE USD,CONN CHARGE,EFFECTIVE DATE,STATUS
Brazil Mobile Oi,55328705,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55328706,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55328707,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55328708,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55328709,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55328710,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55328711,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55328712,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55328713,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55328714,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55328715,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,553288,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5533870,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5533871,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55338722,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55338723,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55338724,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55338725,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55338726,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55338727,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55338728,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55338739,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55338740,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55338749,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55338750,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55338751,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,553388,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55348700,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55348701,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55348719,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55348721,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,553488,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5535870,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55358711,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55358712,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55358713,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55358714,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55358715,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55358716,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55358717,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55358718,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55358719,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55358720,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55358721,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55358722,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55358723,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5535880,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5535881,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5535882,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5535883,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5535884,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5535885,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5535886,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55358871,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55358872,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55358873,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55358874,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55358875,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55358876,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55358877,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55358878,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55358879,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55358881,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55358882,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55358883,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55358884,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55358885,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55358886,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55358887,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55358889,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5535889,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5537880,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5537881,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5537882,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5537883,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5537884,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55378851,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55378852,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55378853,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55378854,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55378855,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5538880,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5538881,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5538882,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5538883,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5538884,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55388851,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55388852,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55388853,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55388854,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55388855,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55388856,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55388858,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55416201,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,554184,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5541850,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5541851,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55418521,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55418522,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55418523,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55418524,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55418525,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55418526,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55418527,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55418529,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55418530,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55418531,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55418532,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55418533,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55418534,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55418535,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55418536,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55418537,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55418538,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5542840,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5542841,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5542842,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55428431,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55428432,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55428433,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55428434,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55428435,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55428439,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5543840,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5543841,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5543842,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5543843,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5543844,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5543845,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55438461,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55438462,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55438463,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55438473,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55438474,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55438475,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55438476,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55438477,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55438478,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55438479,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55438481,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55438482,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55438483,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55438484,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55438491,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55438492,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55438493,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55438494,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55438498,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55438499,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5544840,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5544841,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5544842,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5544843,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5544844,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55448451,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55448452,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55448453,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55448454,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55448455,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55448456,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55448457,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55448458,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55448459,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55448461,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55448462,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55448464,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5545840,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5545841,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5545842,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55458431,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55458432,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55458433,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55458434,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55458435,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55458436,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5546840,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55468411,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55468412,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55468413,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55468414,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55468415,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55468419,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55468421,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55468422,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5547840,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5547841,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5547842,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5547843,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5547844,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5547845,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5547846,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5547847,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5547848,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55478491,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55478492,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55478493,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55478494,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55478495,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55478496,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55478497,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55478498,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55478499,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5548840,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5548841,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5548842,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5548843,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5548844,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5548845,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5548846,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5548847,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5548848,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55488490,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55488492,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55488493,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55488494,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55488495,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55488496,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55488497,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55488498,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55488499,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55488500,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55488501,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55488502,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55488503,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55488504,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55488505,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55488506,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5549840,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5549841,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5549842,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55498431,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55498432,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55498433,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55498434,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55498435,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55498436,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55498437,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55498438,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55498501,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55498502,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55498503,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55498504,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55498505,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55516201,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,555184,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,555185,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5551860,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5551861,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5551862,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5551863,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55518640,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55518641,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55518646,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55518647,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55518648,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55518649,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55518650,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55518651,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55518652,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55518653,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55518654,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55518655,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5553840,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5553841,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5553842,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5553843,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5553844,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5553845,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55538461,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55538462,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55538463,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55538464,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55538465,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55538466,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55538467,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55538468,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55538473,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55538474,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55538475,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5554840,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5554841,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5554842,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5554843,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55548441,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55548442,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55548443,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55548444,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55548445,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55548446,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55548447,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55548448,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55548449,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5555840,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5555841,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5555842,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5555843,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5555844,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55558451,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55558452,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55558453,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55558454,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55558455,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55558456,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55558457,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55558458,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55558459,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55616201,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,556184,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,556185,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5561860,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5561861,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5561862,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5561863,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55618641,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55618642,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55618643,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55618644,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55618645,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55618646,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55618647,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55618648,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55618649,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55618651,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55618652,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55618653,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55618654,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55618655,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55618656,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55618657,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55618658,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55618659,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55618661,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55618662,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55618663,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55618664,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55618665,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55618666,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55618667,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55618668,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55618669,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,556284,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,556285,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5562860,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55628610,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55628611,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55628618,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55628619,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55628620,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55628621,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55628622,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55628623,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55628624,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55628625,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55628626,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55628627,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55628628,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5563840,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5563841,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5563842,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5563843,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5563844,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5563845,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5563846,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5563847,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5563848,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55638491,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55638492,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55638493,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55638494,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55638495,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55638496,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55638497,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55638498,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55638499,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5564840,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5564841,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5564842,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5564843,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5564844,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55648451,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55648452,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55648453,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55648454,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55648455,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55648456,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55648457,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55648458,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55648479,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,55656201,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5565840,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5565841,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5565842,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5565843,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5565844,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5565845,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5565846,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5565847,0.0194,0,30/Jan/16,SAME
Brazil Mobile Oi,5566840,0.0194,0,30/Jan/16,SAME
