TWT S.p.a. - Viale Jenner 33 - 20159 Milano,,,,,,
,,,,,,
COMUNICA IT SERVICES SA,,,,,Peak Hours,Off peak hours
Dominican Republic Mobile,1809790,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1809791,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1809796,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1809798,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1809799,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1809806,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1809807,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1809808,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1809810,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1809812,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1809813,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1809814,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1809818,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1809821,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1809827,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1809828,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1809829,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1809844,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1809888,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1809891,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1809894,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1809897,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1809938,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1809939,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1809940,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1809941,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1809942,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1809943,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1809944,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829201,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829202,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829203,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829205,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829206,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829207,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829208,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829209,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829210,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829211,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829212,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829213,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829214,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829215,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829216,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829217,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829218,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829219,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829220,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829222,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829223,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829224,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829225,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829228,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829230,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829232,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829233,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829246,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829248,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829249,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829257,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829259,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829260,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829264,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829266,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829267,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829268,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829269,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829270,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829271,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829272,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829283,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829297,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829298,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829303,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829304,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829313,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829351,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829352,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829353,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829354,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829356,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829357,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829358,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829359,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829360,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829361,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829370,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829376,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829377,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829386,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829387,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829389,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829392,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829393,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829394,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829395,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829396,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829397,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829398,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829406,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829415,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829422,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829424,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829425,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829426,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829427,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829428,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829429,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829430,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829440,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829441,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829442,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829443,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829444,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829445,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829446,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829449,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829451,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829452,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829453,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829454,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829455,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829456,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829457,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829458,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829459,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829460,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829461,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829462,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829463,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829464,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829465,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829466,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829467,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829468,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829469,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829470,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829471,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829472,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829474,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829475,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829477,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829478,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829479,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829491,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829492,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829493,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829494,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829495,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829496,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829497,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829498,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829499,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829502,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829504,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829505,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829506,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829508,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829509,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829510,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829512,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829513,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829514,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829515,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829517,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829518,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829519,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829520,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829521,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829522,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829523,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829524,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829525,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829526,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829527,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829528,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829529,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829531,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829532,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829533,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829534,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829536,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829541,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829543,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829544,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829545,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829546,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829548,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829549,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829550,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829551,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829552,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829553,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829599,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829606,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829613,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829618,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829619,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829629,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829631,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829632,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829634,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829635,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829636,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829637,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829638,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829639,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829641,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829642,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829643,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829645,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829646,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829647,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829648,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829649,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829651,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829652,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829653,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829654,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829655,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829656,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829657,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829658,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829659,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829661,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829663,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829665,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829667,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829668,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829670,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829671,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829672,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829673,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829674,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829675,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829676,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829679,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829680,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829682,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829683,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829684,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829685,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829689,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829690,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829691,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829692,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829693,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829694,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829695,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829698,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829699,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829703,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829704,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829706,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829710,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829724,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829740,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829741,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829742,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829743,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829744,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829745,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829748,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829749,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829750,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829751,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829752,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829753,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829755,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829756,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829758,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829759,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829760,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829761,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829762,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829763,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829764,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829765,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829766,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829767,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829768,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829769,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829771,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829772,0.050736,0.050736,19/01/2016,-,==
Dominican Republic Mobile,1829773,0.050736,0.050736,19/01/2016,-,==
