Code Insee,Libellé Commune,Distribution gérée par un GRD de rang 1ou 2,Coefficient Tarif de  proximité ,Code PITD
33393,ST DENIS DE PILE,,1,  
33394,ST EMILION,,1,  
33397,STE EULALIE,,"1,75",BX0001
33400,ST FERME,,1,  
33402,STE FOY LA GRANDE,,3,  
33405,ST GENES DE BLAYE,,1,  
33408,ST GENES DE LOMBAUD,,1,  
33413,ST GERMAIN DU PUCH,,1,  
33414,ST GERMAIN DE LA RIVIERE,,1,  
33415,ST GERVAIS,,1,  
33417,STE HELENE,,1,BX0001
33421,ST JEAN DE BLAIGNAC,,1,  
33422,ST JEAN D ILLAC,,1,BX0001
33423,ST JULIEN BEYCHEVELLE,,1,BX0001
33424,ST LAURENT MEDOC,,1,BX0001
33425,ST LAURENT D ARCE,,1,  
33429,ST LEGER DE BALSON,,1,  
33432,ST LOUBERT,,1,  
33433,ST LOUBES,,1,  
33434,ST LOUIS DE MONTFERRAND,,1,  
33435,ST MACAIRE,,"1,75",  
33437,ST MAGNE DE CASTILLON,,1,  
33438,ST MAIXANT,,1,  
33439,ST MARIENS,,1,  
33441,ST MARTIN LACAUSSADE,,1,  
33444,ST MARTIN DE SESCAS,,1,  
33446,ST MARTIN DU PUY,,1,  
33447,ST MEDARD DE GUIZIERES,,1,  
33448,ST MEDARD D EYRANS,,1,  
33449,ST MEDARD EN JALLES,,1,BX0001
33451,ST MICHEL DE FRONSAC,,1,  
33457,ST PARDON DE CONQUES,,1,  
33462,ST PHILIPPE DU SEIGNAL,,1,  
33463,ST PIERRE D AURILLAC,,1,  
33465,ST PIERRE DE MONS,,1,  
33466,ST QUENTIN DE BARON,,1,  
33470,ST ROMAIN LA VIRVEE,,1,  
33473,ST SAVIN,,1,  
33474,ST SELVE,,1,  
33477,ST SEURIN DE CURSAC,,1,  
33478,ST SEURIN SUR L ISLE,,1,  
33480,ST SULPICE DE FALEYRENS,,1,  
33483,ST SULPICE ET CAMEYRAC,,1,  
33484,ST SYMPHORIEN,,1,  
33485,STE TERRE,,1,  
33487,ST VINCENT DE PAUL,,1,  
33488,ST VINCENT DE PERTIGNAS,,1,  
33492,ST YZAN DE SOUDIAC,,1,  
33494,SALAUNES,,1,BX0001
33495,SALIGNAC,,1,  
33496,SALLEBOEUF,,1,  
33498,SALLES,,1,  
33501,SAUCATS,,1,  
33505,LA SAUVE,,1,  
33506,SAUVETERRE DE GUYENNE,,1,  
33513,SILLAS,,1,  
33517,SOUSSANS,,1,BX0001
33518,TABANAC,,1,  
33519,LE TAILLAN MEDOC,,"1,75",BX0001
33522,TALENCE,,3,BX0001
33523,TARGON,,1,  
33525,TAURIAC,,1,  
33527,LE TEICH,,1,  
33529,LA TESTE DE BUCH,,1,  
33533,TOULENNE,,1,  
33534,LE TOURNE,,1,  
33535,TRESSES,,1,  
33539,VAYRES,,1,  
33542,VERAC,,1,  
33543,VERDELAIS,,1,  
33546,VIGNONET,,1,  
33547,VILLANDRAUT,,1,  
33548,VILLEGOUGE,,1,  
33550,VILLENAVE D ORNON,,"1,75",BX0001
33551,VILLENEUVE,,1,  
33552,VIRELADE,,1,  
33553,VIRSAC,,1,  
33554,YVRAC,,1,  
33555,MARCHEPRIME,,1,  
34001,ABEILHAN,,1,GD0508
34003,AGDE,,1,GD0507
34010,ANIANE,,1,GD0512
34013,ASPIRAN,,1,GD0512
34014,ASSAS,,1,GD0511
34022,BAILLARGUES,,"1,75",GD0511
34023,BALARUC LES BAINS,,"1,75",GD0511
34024,BALARUC LE VIEUX,,1,GD0511
34025,BASSAN,,1,GD0508
34027,BEAULIEU,,1,GD0511
34028,BEDARIEUX,,1,GD0514
34031,BESSAN,,1,GD0506
34032,BEZIERS,,"1,75",GD0532
34033,BOISSERON,,1,GD0516
34037,BOUJAN SUR LIBRON,,1,GD0532
34039,BOUZIGUES,,1,GD0506
34041,BRIGNAC,,1,GD0512
34050,CANDILLARGUES,,1,GD0515
34051,CANET,,1,GD0512
34052,CAPESTANG,,1,GD0505
34056,CASTELNAU DE GUERS,,1,GD0506
34057,CASTELNAU LE LEZ,,"1,75",GD0511
34058,CASTRIES,,1,GD0511
34063,CAUX,,1,GD0506
34067,CAZILHAC,,1,GD0529
34069,CAZOULS LES BEZIERS,,1,GD0532
34073,CERS,,1,GD0532
34077,CLAPIERS,,"1,75",GD0511
34079,CLERMONT L HERAULT,,1,GD0513
34081,COLOMBIERS,,1,GD0532
34082,COMBAILLAUX,,1,GD0511
34083,COMBES,,1,GD0514
34084,CORNEILHAN,,1,GD0505
34085,COULOBRES,,1,GD0508
34087,COURNONSEC,,1,GD0511
34088,COURNONTERRAL,,1,GD0511
34089,CREISSAN,,1,GD0505
34090,LE CRES,,"1,75",GD0511
34092,CRUZY,,1,GD0504
34094,ESPONDEILHAN,,1,GD0508
34095,FABREGUES,,1,GD0511
34101,FLORENSAC,,1,GD0506
34108,FRONTIGNAN,,"1,75",GD0511
34111,GANGES,,"1,75",GD0529
34113,GIGEAN,,1,GD0506
34114,GIGNAC,,1,GD0512
34116,GRABELS,,1,GD0511
34119,HEREPIAN,,1,GD0514
34120,JACOU,,"1,75",GD0511
34123,JUVIGNAC,,"1,75",GD0511
34124,LACOSTE,,1,GD0513
34126,LAMALOU LES BAINS,,1,GD0514
34127,LANSARGUES,,1,GD0515
34128,LAROQUE,,1,GD0529
34129,LATTES,,"1,75",GD0511
34134,LAVERUNE,,1,GD0511
34135,LESPIGNAN,,1,GD0532
34139,LIEURAN LES BEZIERS,,1,GD0508
34140,LIGNAN SUR ORB,,"1,75",GD0505
34142,LODEVE,,1,GD0513
34143,LOUPIAN,,1,GD0506
34145,LUNEL,,"1,75",GD0515
34146,LUNEL VIEL,,1,GD0515
34147,MAGALAS,,1,GD0508
34148,MARAUSSAN,,1,GD0532
34150,MARSEILLAN,,1,GD0506
34151,MARSILLARGUES,,1,GD0515
34153,LES MATELLES,,1,GD0511
34154,MAUGUIO,,1,GD0511
34155,MAUREILHAN,,1,GD0532
34157,MEZE,,1,GD0506
34159,MIREVAL,,1,GD0511
34161,MONTADY,,1,GD0532
34162,MONTAGNAC,,1,GD0509
34163,MONTARNAUD,,1,GD0511
34165,MONTBAZIN,,1,GD0506
34166,MONTBLANC,,1,GD0506
34169,MONTFERRIER SUR LEZ,,"1,75",GD0511
34172,MONTPELLIER,,"1,75",GD0511
34176,MUDAISON,,1,GD0511
34178,MURVIEL LES BEZIERS,,1,GD0505
34179,MURVIEL LES MONTPELLIER,,1,GD0511
34182,NEZIGNAN L EVEQUE,,1,GD0506
34183,NISSAN LEZ ENSERUNE,,1,GD0532
34189,OLONZAC,,1,  
34192,PALAVAS LES FLOTS,,"1,75",GD0511
34194,PAULHAN,,1,GD0506
34198,PEROLS,,"1,75",GD0511
34199,PEZENAS,,1,GD0506
34202,PIGNAN,,1,GD0511
34203,PINET,,1,GD0506
34207,POMEROLS,,1,GD0506
34209,PORTIRAGNES,,1,GD0532
34210,LE POUGET,,1,GD0512
34213,POUSSAN,,1,GD0506
34217,PRADES LE LEZ,,"1,75",GD0511
34224,PUISSALICON,,1,GD0508
34225,PUISSERGUIER,,1,GD0505
34226,QUARANTE,,1,GD0504
34227,RESTINCLIERES,,1,GD0511
34237,ROUJAN,,1,GD0506
34239,ST ANDRE DE SANGONIS,,1,GD0512
34240,ST AUNES,,1,GD0511
34244,ST BRES,,"1,75",GD0511
34246,ST CHRISTOL,,1,GD0515
34247,ST CLEMENT DE RIVIERE,,1,GD0511
34249,ST DREZERY,,1,GD0511
34255,ST GELY DU FESC,,"1,75",GD0511
34256,ST GENIES DES MOURGUES,,1,GD0511
34258,ST GENIES DE FONTEDIT,,1,GD0508
34259,ST GEORGES D ORQUES,,"1,75",GD0511
34265,ST JEAN DE CORNIES,,1,GD0511
34270,ST JEAN DE VEDAS,,"1,75",GD0511
34272,ST JUST,,"1,75",GD0515
34276,ST MATHIEU DE TREVIERS,,1,GD0511
34280,ST NAZAIRE DE PEZAN,,1,GD0515
34282,ST PAUL ET VALMALLE,,1,GD0511
34288,ST SERIES,,1,GD0515
34289,ST THIBERY,,1,GD0506
34290,ST VINCENT DE BARBEYRARGUES,,1,GD0511
34294,SATURARGUES,,1,GD0515
34295,SAUSSAN,,"1,75",GD0511
34298,SAUVIAN,,1,GD0532
34299,SERIGNAN,,1,GD0532
34300,SERVIAN,,1,GD0508
34301,SETE,,"1,75",GD0511
34307,SUSSARGUES,,1,GD0511
34309,TEYRAN,,"1,75",GD0511
34310,THEZAN LES BEZIERS,,1,GD0505
34314,LE TRIADOU,,1,GD0511
34320,VAILHAUQUES,,1,GD0511
34321,VALERGUES,,1,GD0515
34324,VALRAS PLAGE,,"1,75",GD0532
34325,VALROS,,1,GD0506
34327,VENDARGUES,,"1,75",GD0511
34329,VENDRES,,1,GD0532
34330,VERARGUES,,1,GD0515
34332,VIAS,,1,GD0507
34333,VIC LA GARDIOLE,,1,GD0511
34335,VILLEMAGNE L ARGENTIERE,,1,GD0514
34336,VILLENEUVE LES BEZIERS,,1,GD0532
34337,VILLENEUVE LES MAGUELONE,,1,GD0511
34340,VILLETELLE,,1,GD0515
34341,VILLEVEYRAC,,1,GD0510
34344,LA GRANDE MOTTE,,"1,75",GD0511
35001,ACIGNE,,1,  
35006,ARGENTRE DU PLESSIS,,1,  
35009,BAGUER MORVAN,,1,  
35010,BAGUER PICAN,,1,  
35012,BAIN DE BRETAGNE,,1,  
35013,BAINS SUR OUST,,1,  
35021,BEAUCE,,1,  
35023,BEDEE,,1,  
35024,BETTON,,1,  
35032,BOURGBARRE,,1,  
35037,BREAL SOUS MONTFORT,,1,  
35039,BRECE,,1,  
35040,BRETEIL,,1,  
35041,BRIE,,,  
35047,BRUZ,,"1,75",  
35049,CANCALE,,"1,75",  
35051,CESSON SEVIGNE,,"1,75",  
35055,CHANTEPIE,,"1,75",  
35059,LA CHAPELLE DES FOUGERETZ,,1,  
35065,LA CHAPELLE THOUARAULT,,1,  
35066,CHARTRES DE BRETAGNE,,"1,75",  
35068,CHATEAUBOURG,,1,  
35069,CHATEAUGIRON,,"1,75",  
35070,CHATEAUNEUF D ILLE ET VILAINE,,"1,75",  
35076,CHAVAGNE,,1,  
35079,CHEVAIGNE,,1,  
35080,CINTRE,,1,  
35085,COMBOURG,,1,  
35087,CORNILLE,,1,  
35088,CORPS NUDS,,1,  
35090,CREVIN,,1,  
35093,DINARD,,"1,75",  
35095,DOL DE BRETAGNE,,1,  
35096,DOMAGNE,,1,  
35099,DOMLOUP,,1,  
35109,ETRELLES,,1,  
35115,FOUGERES,,"1,75",  
35116,LA FRESNAIS,,1,  
35120,GEVEZE,,1,  
35122,LA GOUESNIERE,,1,  
35123,GOVEN,,1,  
35126,GUICHEN,,1,  
35128,GUIPEL,,1,  
35130,HEDE,,1,  
35131,L HERMITAGE,,"1,75",  
35136,JANZE,,1,  
35137,JAVENE,,1,  
35138,LAIGNELET,,1,  
35139,LAILLE,,1,  
35146,LANGOUET,,1,  
35150,LECOUSSE,,1,  
35152,LIFFRE,,1,  
35173,MELESSE,,1,  
35177,LA MEZIERE,,1,  
35179,MINIAC MORVAN,,1,  
35181,LE MINIHIC SUR RANCE,,1,  
35184,MONTAUBAN DE BRETAGNE,,1,  
35188,MONTFORT SUR MEU,,1,  
35189,MONTGERMONT,,"1,75",  
35194,MONTREUIL SOUS PEROUSE,,1,  
35195,MONTREUIL SUR ILLE,,1,  
35196,MORDELLES,,1,  
35204,NOUVOITOU,,1,  
35206,NOYAL CHATILLON SUR SEICHE,,1,  
35207,NOYAL SUR VILAINE,,1,  
35208,ORGERES,,1,  
35210,PACE,,1,  
35216,PARTHENAY DE BRETAGNE,,1,  
35227,PLEUMELEUC,,1,  
35228,PLEURTUIT,,1,  
35236,REDON,,"1,75",  
35238,RENNES,,3,  
35240,LE RHEU,,1,  
35241,LA RICHARDAIS,,"1,75",  
35243,ROMAGNE,,1,  
35245,ROMILLE,,1,  
35250,ST ARMEL,,1,  
35251,ST AUBIN D AUBIGNE,,1,  
35252,ST AUBIN DES LANDES,,1,  
35256,ST BRIAC SUR MER,,1,  
35258,ST BRIEUC DES IFFS,,1,  
35263,ST COULOMB,,1,  
35264,ST DIDIER,,1,  
35266,ST ERBLON,,1,  
35275,ST GILLES,,1,  
35278,ST GREGOIRE,,"1,75",  
35281,ST JACQUES DE LA LANDE,,"1,75",  
35284,ST JOUAN DES GUERETS,,1,  
35287,ST LUNAIRE,,1,  
35288,ST MALO,,"1,75",  
35294,STE MARIE,,1,  
35296,ST MEDARD SUR ILLE,,1,  
35297,ST MEEN LE GRAND,,1,  
35299,ST MELOIR DES ONDES,,1,  
35302,ST ONEN LA CHAPELLE,,1,  
35306,ST PERE,,1,  
35310,ST SAUVEUR DES LANDES,,1,  
35324,LA SELLE EN LUITRE,,1,  
35327,SERVON SUR VILAINE,,1,  
35334,THORIGNE FOUILLARD,,"1,75",  
35337,TINTENIAC,,1,  
35338,TORCE,,1,  
35352,VERN SUR SEICHE,,1,  
35353,VEZIN LE COQUET,,"1,75",  
35356,VIGNOC,,1,  
35358,LA VILLE ES NONAIS,,1,  
35360,VITRE,,"1,75",  
35363,PONT PEAN,,1,  
36001,AIGURANDE,,1,GD0736
36005,ARDENTES,,1,GD0730
36006,ARGENTON SUR CREUSE,,1,GD0736
36009,ARTHON,,1,GD0730
36018,LE BLANC,,1,GD0733
36031,BUZANCAIS,,1,GD0731
36034,CHABRIS,,1,GD0698
36035,CHAILLAC,,1,GD0736
36042,CHASSENEUIL,,1,GD0736
36044,CHATEAUROUX,,"1,75",GD0729
36046,LA CHATRE,,"1,75",GD0746
36053,CIRON,,1,GD0734
36057,COINGS,,1,GD0729
36063,DEOLS,,1,GD0729
36064,DIORS,,1,GD0730
36071,ETRECHET,,1,GD0730
36088,ISSOUDUN,,1,GD0727
36091,LACS,,1,GD0746
36093,LEVROUX,,1,GD0729
36109,LE MAGNY,,1,GD0746
36127,MONTGIVRAY,,1,GD0746
36128,MONTIERCHAUME,,1,GD0729
36140,NEUVY PAILLOUX,,1,GD0728
36142,NIHERNE,,1,GD0732
36149,PALLUAU SUR INDRE,,1,GD0731
36154,LE PECHEREAU,,1,GD0736
36159,LE POINCONNET,,1,GD0729
36161,LE PONT CHRETIEN CHABENET,,1,GD0736
36163,POULIGNY NOTRE DAME,,1,GD0745
36182,ST BENOIT DU SAULT,,"1,75",GD0736
36192,ST GAULTIER,,1,GD0735
36194,ST GENOU,,1,GD0731
36200,ST MARCEL,,1,GD0736
36202,ST MAUR,,1,GD0729
36220,THENAY,,1,GD0735
36228,VALENCAY,,1,GD0724
36229,VARENNES SUR FOUZON,,1,GD0698
36241,VILLEDIEU SUR INDRE,,1,GD0732
36244,VILLENTROIS,,1,GD0724
36247,VINEUIL,,1,GD0729
37001,ABILLY,,1,GD0723
37003,AMBOISE,,1,GD0703
37006,ARTANNES SUR INDRE,,1,GD0715
37010,AUZOUER EN TOURAINE,,1,GD0707
37011,AVOINE,,1,GD0713
37015,AZAY SUR CHER,,1,GD0708
37018,BALLAN MIRE,,1,GD0708
37020,BEAULIEU LES LOCHES,,"1,75",GD0719
37022,BEAUMONT EN VERON,,1,GD0713
37027,BLERE,,1,GD0700
37030,LE BOULAY,,1,GD0707
37031,BOURGUEIL,,1,GD0714
37043,CANGEY,,1,GD0703
37045,LA CELLE ST AVANT,,1,GD0723
37049,CHAMBOURG SUR INDRE,,1,GD0718
37050,CHAMBRAY LES TOURS,,"1,75",GD0708
37054,CHANCEAUX SUR CHOISILLE,,1,GD0708
37060,CHARGE,,1,GD0703
37062,CHATEAU LA VALLIERE,,1,GD0709
37063,CHATEAU RENAULT,,"1,75",GD0707
37070,CHENONCEAUX,,1,GD0701
37072,CHINON,,1,GD0713
37073,CHISSEAUX,,1,GD0701
37077,CINQ MARS LA PILE,,1,GD0711
37079,CIVRAY DE TOURAINE,,1,GD0701
37083,CORMERY,,1,GD0717
37084,COUESMES,,1,GD0709
37091,LA CROIX EN TOURAINE,,1,GD0700
37093,CROUZILLES,,1,GD0721
37099,DRUYE,,1,GD0708
37104,ESVRES,,1,GD0716
37109,FONDETTES,,1,GD0708
37115,DESCARTES,,1,GD0723
37119,L ILE BOUCHARD,,"1,75",GD0721
37122,JOUE LES TOURS,,"1,75",GD0708
37123,LANGEAIS,,1,GD0712
37124,LARCAY,,1,GD0708
37130,LIGUEIL,,1,GD0720
37131,LIMERAY,,1,GD0703
37132,LOCHES,,1,GD0719
37139,LUYNES,,1,GD0710
37151,LA MEMBROLLE SUR CHOISILLE,,"1,75",GD0708
37152,METTRAY,,1,GD0708
37153,MONNAIE,,1,GD0708
37154,MONTBAZON,,"1,75",GD0715
37156,MONTLOUIS SUR LOIRE,,1,GD0703
37159,MONTS,,1,GD0715
37163,NAZELLES NEGRON,,1,GD0703
37167,NEUILLE PONT PIERRE,,1,GD0709
37172,NOTRE DAME D OE,,"1,75",GD0708
37178,PANZOULT,,1,GD0721
37179,PARCAY MESLAY,,1,GD0708
37183,PERRUSSON,,1,GD0719
37185,POCE SUR CISSE,,1,GD0703
37186,PONT DE RUAN,,1,GD0715
37192,REIGNAC SUR INDRE,,1,GD0717
37195,LA RICHE,,"1,75",GD0708
37203,ROCHECORBON,,1,GD0708
37205,SACHE,,1,GD0715
37208,ST AVERTIN,,"1,75",GD0708
37210,ST BENOIT LA FORET,,1,  
37211,ST BRANCHS,,1,GD0716
37214,ST CYR SUR LOIRE,,"1,75",GD0708
37219,ST GENOUPH,,1,GD0708
37222,ST JEAN ST GERMAIN,,1,GD0719
37223,ST LAURENT DE LIN,,1,GD0709
37225,ST MARTIN LE BEAU,,1,GD0703
37226,STE MAURE DE TOURAINE,,1,GD0726
37230,ST OUEN LES VIGNES,,1,GD0703
37233,ST PIERRE DES CORPS,,"1,75",GD0708
37236,ST REGLE,,1,GD0703
37243,SAVONNIERES,,1,GD0708
37245,SEMBLANCAY,,1,GD0708
37250,SORIGNY,,1,GD0715
37254,TAUXIGNY,,1,GD0717
37261,TOURS,,"1,75",GD0708
37263,TRUYES,,1,GD0717
37266,VEIGNE,,1,GD0715
37267,VERETZ,,1,GD0708
37269,VERNEUIL SUR INDRE,,1,  
37270,VERNOU SUR BRENNE,,1,GD0708
37272,VILLANDRY,,1,GD0708
37273,LA VILLE AUX DAMES,,"1,75",GD0708
37276,VILLEDOMER,,1,GD0707
37281,VOUVRAY,,1,GD0708
38001,LES ABRETS,,1,  
38012,AOSTE,,1,  
38013,APPRIEU,,1,  
38022,LES AVENIERES,,1,  
38027,BARRAUX,,1,  
38034,BEAUREPAIRE,,1,GD0116
38039,BERNIN,,1,  
38045,BIVIERS,,1,  
38053,BOURGOIN JALLIEU,,"1,75",  
38057,BRESSON,,1,  
38058,BREZINS,,1,  
38061,LA BUISSE,,1,  
38064,CESSIEU,,1,  
38068,CHAMPAGNIER,,1,  
38070,LE CHAMP PRES FROGES,,1,  
38071,CHAMP SUR DRAC,,1,  
38072,CHANAS,,1,GD0160
38075,CHAPAREILLAN,,1,  
38076,LA CHAPELLE DE LA TOUR,,1,  
38080,CHARANCIEU,,1,  
38085,CHARVIEU CHAVAGNEUX,,"1,75",GD0140
38087,CHASSE SUR RHONE,,"1,75",GD0136
38097,CHAVANOZ,,"1,75",GD0140
38100,LE CHEYLAS,,1,  
38104,CHIMILIN,,1,  
38105,CHIRENS,,1,  
38110,CHUZELLES,,1,GD0138
38111,CLAIX,,1,  
38118,COLOMBE,,1,  
38124,CORBELIN,,1,  
38126,CORENC,,"1,75",  
38130,LA COTE ST ANDRE,,1,  
38133,COUBLEVIE,,"1,75",  
38138,CREMIEU,,"1,75",GD0140
38140,CROLLES,,"1,75",  
38148,DOLOMIEU,,1,  
38149,DOMARIN,,"1,75",  
38150,DOMENE,,"1,75",  
38151,ECHIROLLES,,3,  
38155,ENTRE DEUX GUIERS,,1,  
38157,ESTRABLIN,,1,GD0159
38158,EYBENS,,"1,75",  
38165,FITILIEU,,,  
38169,FONTAINE,,"1,75",  
38170,FONTANIL CORNILLON,,"1,75",  
38175,FROGES,,"1,75",  
38179,GIERES,,"1,75",  
38180,GILLONNAY,,1,  
38181,GONCELIN,,1,  
38182,LE GRAND LEMPS,,1,  
38185,GRENOBLE,,3,GR0001
38187,LE GUA,,1,  
38189,HEYRIEUX,,1,GD0137
38193,L ISLE D ABEAU,,"1,75",  
38197,JANNEYRIAS,,1,GD0140
38199,JARDIN,,1,GD0159
38200,JARRIE,,1,  
38214,LUMBIN,,1,  
38215,LUZINAY,,1,GD0138
38218,MARCILLOLES,,1,  
38223,MAUBEC,,1,  
38229,MEYLAN,,"1,75",  
38230,MEYRIE,,1,  
38239,MOIRANS,,1,  
38249,MONTBONNOT ST MARTIN,,"1,75",  
38270,LA MURETTE,,1,  
38271,MURIANETTE,,1,  
38276,NIVOLAS VERMELLE,,1,  
38281,NOYAREY,,1,  
38298,LE PEAGE DE ROUSSILLON,,"1,75",GD0160
38303,LA PIERRE,,1,  
38309,POISAT,,"1,75",  
38314,PONTCHARRA,,"1,75",  
38315,LE PONT DE BEAUVOISIN,,1,  
38316,PONT DE CHERUY,,"1,75",GD0140
38317,LE PONT DE CLAIX,,"1,75",  
38318,PONT EVEQUE,,"1,75",GD0159
38323,PRESSINS,,1,  
38332,RENAGE,,"1,75",  
38336,REVENTIN VAUGRIS,,1,GD0159
38337,RIVES,,"1,75",  
38340,LES ROCHES DE CONDRIEU,,"1,75",GD0160
38341,ROCHETOIRIN,,1,  
38344,ROUSSILLON,,"1,75",GD0160
38348,RUY,,1,  
38349,SABLONS,,1,GD0123
38352,ST ALBAN DE ROCHE,,1,  
38363,ST BARTHELEMY,,1,GD0116
38374,ST CHEF,,1,  
38376,ST CHRISTOPHE SUR GUIERS,,1,  
38377,ST CLAIR DE LA TOUR,,1,  
38378,ST CLAIR DU RHONE,,"1,75",GD0160
38381,ST DIDIER DE LA TOUR,,1,  
38382,ST EGREVE,,"1,75",  
38383,ST ETIENNE DE CROSSEY,,1,  
38384,ST ETIENNE DE ST GEOIRS,,1,  
38388,ST GEORGES DE COMMIERS,,1,  
38389,ST GEORGES D ESPERANCHE,,1,GD0167
38397,ST ISMIER,,1,  
38399,ST JEAN DE BOURNAY,,1,  
38400,ST JEAN DE MOIRANS,,"1,75",  
38401,ST JEAN DE SOUDAIN,,1,  
38408,ST JUST CHALEYSSIN,,1,GD0138
38412,ST LAURENT DU PONT,,1,  
38421,ST MARTIN D HERES,,"1,75",  
38423,ST MARTIN LE VINOUX,,"1,75",  
38425,ST MAURICE L EXIL,,"1,75",GD0160
38431,ST NAZAIRE LES EYMES,,1,  
38445,ST PIERRE DE MESAGE,,1,  
38449,ST QUENTIN FALLAVIER,,1,  
38451,ST ROMAIN DE JALIONAS,,1,GD0140
38455,ST SAVIN,,1,  
38457,ST SIMEON DE BRESSIEUX,,1,  
38466,ST VINCENT DE MERCUZE,,1,  
38468,SALAISE SUR SANNE,,1,GD0160
38474,SASSENAGE,,"1,75",  
38475,SATOLAS ET BONCE,,1,  
38484,SERPAIZE,,1,GD0165
38485,SEYSSINET PARISET,,"1,75",  
38486,SEYSSINS,,"1,75",  
38487,SEYSSUEL,,1,GD0159
38490,SILLANS,,1,  
38503,LA TERRASSE,,1,  
38507,TIGNIEU JAMEYZIEU,,1,GD0140
38509,LA TOUR DU PIN,,"1,75",  
38511,LE TOUVET,,1,  
38516,LA TRONCHE,,"1,75",  
38517,TULLINS,,1,  
38524,VARCES ALLIERES ET RISSET,,1,  
38530,VAULX MILIEU,,1,  
38537,LA VERPILLIERE,,"1,75",  
38538,LE VERSOUD,,"1,75",  
38540,VEUREY VOROIZE,,1,  
38541,VEYRINS THUELLIN,,1,  
38544,VIENNE,,"1,75",GD0159
38545,VIF,,1,  
38547,VILLARD BONNOT,,"1,75",VB0001
38553,VILLEFONTAINE,,"1,75",  
38554,VILLEMOIRIEU,,1,GD0140
38557,VILLETTE D ANTHON,,1,GD0142
38558,VILLETTE DE VIENNE,,1,GD0138
38561,VIRIVILLE,,1,  
38562,VIZILLE,,"1,75",  
38563,VOIRON,,"1,75",  
38565,VOREPPE,,1,  
39013,ARBOIS,,1,GD0039
39022,ASNANS BEAUVOISIN,,1,GD0064
39030,AUTHUME,,1,GD0056
39035,BALANOD,,1,GD0063
39042,BAVERANS,,1,GD0056
39047,BELLEFONTAINE,,1,GD0054
39056,BLETTERANS,,1,GD0062
39078,BREVANS,,1,GD0056
39097,CHAMPAGNOLE,,"1,75",GD0039
39101,CHAMPVANS,,1,GD0056
39121,CHATENOIS,,1,GD0056
39128,CHAUSSIN,,1,GD0064
39145,CHILLE,,1,GD0057
39146,CHILLY LE VIGNOBLE,,1,GD0057
39150,CHOISEY,,1,GD0056
39164,CONLIEGE,,1,GD0057
39169,COURBOUZON,,1,GD0057
39170,COURLANS,,1,GD0057
39171,COURLAOUX,,1,GD0057
39173,COUSANCE,,1,GD0063
39182,CRISSEY,,1,GD0056
39189,DAMPARIS,,1,GD0064
39190,DAMPIERRE,,1,  
39194,DESNES,,1,GD0062
39197,DIGNA,,1,GD0063
39198,DOLE,,"1,75",GD0056
39210,EQUEVILLON,,1,GD0039
39233,FOUCHERANS,,1,GD0056
39235,FRAISANS,,1,  
39251,GEVINGEY,,1,GD0057
39252,GEVRY,,1,GD0064
39271,LAC DES ROUGES TRUITES,,,  
39300,LONS LE SAUNIER,,"1,75",GD0057
39302,LOUVATANGE,,,  
39306,MACORNAY,,1,GD0057
39325,MESNAY,,1,GD0039
39327,MESSIA SUR SORNE,,1,GD0057
39334,MOIRON,,1,GD0057
39345,MONNIERES,,1,GD0056
39348,MONTAIGU,,1,GD0057
39362,MONTMOROT,,1,GD0057
39367,MORBIER,,1,GD0054
39368,MOREZ,,"1,75",GD0054
39379,NANCE,,1,GD0062
39405,PARCEY,,1,GD0056
39411,PERRIGNY,,1,GD0057
39434,POLIGNY,,1,GD0039
39451,RANCHOT,,1,  
39458,REVIGNY,,1,GD0057
39462,ROCHEFORT SUR NENON,,1,GD0056
39470,LES ROUSSES,,1,GD0054
39471,RUFFEY SUR SEILLE,,1,GD0062
39475,ST AMOUR,,1,GD0063
39476,ST AUBIN,,1,GD0064
39478,ST CLAUDE,,1,GD0055
39487,ST LAURENT EN GRANDVAUX,,1,GD0054
39490,ST LOUP,,1,GD0064
39500,SALINS LES BAINS,,1,GD0039
39501,SAMPANS,,1,GD0056
39526,TAVAUX,,1,GD0064
39535,TOURMONT,,1,GD0039
39552,VERNANTOIS,,1,GD0057
39560,VILLARD ST SAUVEUR,,1,GD0055
39567,VILLENEUVE SOUS PYMONT,,1,GD0057
39572,VILLETTE LES ARBOIS,,1,GD0039
39573,VILLETTE LES DOLE,,1,GD0056
39574,VILLEVIEUX,,1,GD0062
40001,AIRE SUR L ADOUR,,1,AA0001
40004,ANGRESSE,,1,  
40013,ARTHEZ D ARMAGNAC,,1,  
40014,ARUE,,1,  
40037,BENQUET,,1,  
40046,BISCARROSSE,,1,  
40049,BORDERES ET LAMENSANS,,1,  
40055,BRETAGNE DE MARSAN,,1,  
40065,CAPBRETON,,1,  
40075,CASTETS,,1,  
40080,CAZERES SUR L ADOUR,,1,  
40088,DAX,,"1,75",  
40117,GRENADE SUR L ADOUR,,1,  
40119,HAGETMAU,,1,  
40120,HASTINGUES,,1,  
40133,LABENNE,,1,  
40145,LARRIVIERE ST SAVIN,,1,  
40151,LESGOR,,1,  
40155,LINXE,,1,  
40168,MAGESCQ,,1,  
40192,MONT DE MARSAN,,"1,75",  
40195,MONTGAILLARD,,1,  
40197,MORCENX,,1,  
40202,NARROSSE,,1,  
40206,OEYREGAVE,,1,  
40207,OEYRELUY,,1,  
40209,ONDRES,,1,  
40217,PARENTIS EN BORN,,1,  
