Sum of Value,Column Labels,,,,
D900,,,,4.461083748,4.461083748
D901,,,,5.586550801,5.586550801
D902,,,,6.920064821,6.920064821
D903,,,,5.261102545,5.261102545
D904,,,,5.519556976,5.519556976
D905,,,,1.978520227,1.978520227
D906,,,,1.357157196,1.357157196
D907,,,,3.269022777,3.269022777
D908,,,,2.563775751,2.563775751
D909,,,,5.637274654,5.637274654
D91,,,,5.979570989,5.979570989
D910,,,,7.228636204,7.228636204
D911,,,,5.241733468,5.241733468
D912,,,,6.016941191,6.016941191
D913,,,,5.804736179,5.804736179
D914,,,,4.054211456,4.054211456
D915,,,,5.156981223,5.156981223
D916,,,,4.984853493,4.984853493
D917,,,,1.865196507,1.865196507
D918,,,,4.021543567,4.021543567
D919,,,,6.944662501,6.944662501
D92,,,,6.66516438,6.66516438
D920,,,,2.018578571,2.018578571
D921,,,,6.314186102,6.314186102
D922,,,,4.368028533,4.368028533
D923,,,,3.987861922,3.987861922
D924,,,,5.666121745,5.666121745
D925,,,,7.251901915,7.251901915
D926,,,,2.836668337,2.836668337
D927,,,,4.583682342,4.583682342
D928,,,,3.299155681,3.299155681
D929,,,,6.820010088,6.820010088
D93,,,,5.304716462,5.304716462
D930,,,,2.713755803,2.713755803
D931,,,,2.19755767,2.19755767
D932,,,,6.252564516,6.252564516
D933,,,,3.750806086,3.750806086
D934,,,,6.591082419,6.591082419
D935,,,,7.898390111,7.898390111
D936,,,,4.415757411,4.415757411
D937,,,,5.618687741,5.618687741
D938,,,,4.961869128,4.961869128
D939,,,,5.652166833,5.652166833
D94,,,,4.349648395,4.349648395
D940,,,,4.446102114,4.446102114
D941,,,,3.152336946,3.152336946
D942,,,,3.57411736,3.57411736
D943,,,,5.628763203,5.628763203
D944,,,,6.212540373,6.212540373
D945,,,,7.216498991,7.216498991
D946,,,,2.630415495,2.630415495
D947,,,,3.208134853,3.208134853
D948,,,,4.717450444,4.717450444
D949,,,,6.290101605,6.290101605
D95,,,,1.87889798,1.87889798
D950,,,,1.988640587,1.988640587
D951,,,,5.95058331,5.95058331
D952,,,,2.617185322,2.617185322
D953,,,,4.179617342,4.179617342
D954,,,,5.953257633,5.953257633
D955,,,,5.167464928,5.167464928
D956,,,,8.499424862,8.499424862
D957,,,,2.815571264,2.815571264
D958,,,,1.967343451,1.967343451
D959,,,,7.879069042,7.879069042
D96,,,,5.56004289,5.56004289
D960,,,,4.50989721,4.50989721
D961,,,,4.603930286,4.603930286
D962,,,,3.514739288,3.514739288
D963,,,,1.951926171,1.951926171
D964,,,,4.207412045,4.207412045
D965,,,,5.080277866,5.080277866
D966,,,,6.552888784,6.552888784
D967,,,,3.75111505,3.75111505
D968,,,,8.132666539,8.132666539
D969,,,,2.220852928,2.220852928
D97,,,,5.317537929,5.317537929
D970,,,,6.745971383,6.745971383
D971,,,,5.05374949,5.05374949
D972,,,,6.572048144,6.572048144
D973,,,,1.877313892,1.877313892
D974,,,,5.508479585,5.508479585
D975,,,,4.543967846,4.543967846
D976,,,,3.601589992,3.601589992
D977,,,,7.742163976,7.742163976
D978,,,,4.282554349,4.282554349
D979,,,,5.192161785,5.192161785
D98,,,,5.292060991,5.292060991
D980,,,,4.721537325,4.721537325
D981,,,,3.072267705,3.072267705
D982,,,,3.546839747,3.546839747
D983,,,,8.737915561,8.737915561
D984,,,,6.306395269,6.306395269
D985,,,,3.154224872,3.154224872
D986,,,,3.401183977,3.401183977
D987,,,,2.363482297,2.363482297
D988,,,,4.893474115,4.893474115
D989,,,,5.859663055,5.859663055
D99,,,,5.893595448,5.893595448
D990,,,,6.283488884,6.283488884
D991,,,,4.630670264,4.630670264
D992,,,,3.957064082,3.957064082
D993,,,,2.307827708,2.307827708
D994,,,,4.585054484,4.585054484
D995,,,,6.875928212,6.875928212
D996,,,,4.750719669,4.750719669
D997,,,,5.674402179,5.674402179
D998,,,,4.746695358,4.746695358
D999,,,,6.760534641,6.760534641
Grand Total,2615.346609,2573.974514,5013.53464,4994.745702,15197.60147
