,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA SECTION,INTEGRAL,DOUBLE,BLANK,STRING,REF,AREA (rows),,,,AREA (cols),,,,,AREA (AREA),,,,FINANCE DATA,,,,,,,ERRORS,,,,,,,,,,,IRR/NPV,MIRR,,,,,Percentile,
,Request,FORMULA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Resettoolbar,FORMULA,WILL_NEVER_IMPLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,WILL_NEVER_IMPLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Restart,FORMULA,WILL_NEVER_IMPLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,WILL_NEVER_IMPLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Result,FORMULA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Resume,FORMULA,WILL_NEVER_IMPLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,WILL_NEVER_IMPLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Right,FORMULA,,string,a string,ng,ce,UE,#VALUE!,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,,string,a string,ng,ce,UE,#VALUE!,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rightb,FORMULA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Roman,FORMULA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Round,FORMULA,2,1,0,-1,3,0,0,#VALUE!,#VALUE!,3,345,0,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,2,1,0,-1,3,0,0,#VALUE!,#VALUE!,3,345,0,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rounddown,FORMULA,1,1.56,-530,2.9,0,0,2.99,#VALUE!,2.999,#VALUE!,300,300,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,1,1.56,-530,2.9,0,0,2.99,#VALUE!,2.999,#VALUE!,300,300,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Roundup,FORMULA,0,600,-600,1,0,10,#VALUE!,3,#VALUE!,3,3,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,0,600,-600,1,0,10,#VALUE!,3,#VALUE!,3,3,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Row,FORMULA,17,13,2,11,13,14,1224,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,17,13,2,11,13,14,1224,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rows,FORMULA,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rsq,FORMULA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Savedialog,FORMULA,WILL_NEVER_IMPLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,WILL_NEVER_IMPLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Savetoolbar,FORMULA,WILL_NEVER_IMPLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,WILL_NEVER_IMPLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Scenarioget,FORMULA,WILL_NEVER_IMPLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,WILL_NEVER_IMPLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Search,FORMULA,4,3,3,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,4,3,3,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Searchb,FORMULA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Second,FORMULA,0,15,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,0,15,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Selection,FORMULA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Series,FORMULA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Setname,FORMULA,WILL_NEVER_IMPLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,WILL_NEVER_IMPLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Setvalue,FORMULA,WILL_NEVER_IMPLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,WILL_NEVER_IMPLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Showbar,FORMULA,WILL_NEVER_IMPLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,WILL_NEVER_IMPLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sign,FORMULA,0,0,1,-1,1,0,-1,1,#VALUE!,1,-1,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,0,0,1,-1,1,0,-1,1,#VALUE!,1,-1,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sin,FORMULA,0,0.841470985,0.909297427,0.070692098,0.841470985,#VALUE!,-0.841476388,#VALUE!,0.89120736,0.141120008,0.777831108,#VALUE!,0.841470985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,0,0.841470985,0.909297427,0.070692098,0.841470985,#VALUE!,-0.841476388,#VALUE!,0.89120736,0.141120008,0.777831108,#VALUE!,0.841470985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sinh,FORMULA,0,3.626860408,-3.626860408,1.175201194,#VALUE!,0,#VALUE!,1.175201194,1.175201194,10.01787493,1.465018825,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,0,3.626860408,-3.626860408,1.175201194,#VALUE!,0,#VALUE!,1.175201194,1.175201194,10.01787493,1.465018825,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Skew,FORMULA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sln,FORMULA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Slope,FORMULA,0.846451557,1.09971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,0.846451557,1.09971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Small,FORMULA,0,1.1,1.00001,#NUM!,9999999999,1.00001,0,#NUM!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,0,1.1,1.00001,#NUM!,9999999999,1.00001,0,#NUM!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Spellingcheck,FORMULA,WILL_NEVER_IMPLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,WILL_NEVER_IMPLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sqrt,FORMULA,4,0,1,1.048808848,#NUM!,#NUM!,1,0,#VALUE!,0,0.003162278,1,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,4,0,1,1.048808848,#NUM!,#NUM!,1,0,#VALUE!,0,0.003162278,1,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Standardize,FORMULA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Stdev,FORMULA,1.069625418,0.707106781,#DIV/0!,0.707106781,#DIV/0!,0.70709971,4472135954,0.577350269,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,1.069625418,0.707106781,#DIV/0!,0.707106781,#DIV/0!,0.70709971,4472135954,0.577350269,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Stdeva,FORMULA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Stdevp,FORMULA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Stdevpa,FORMULA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Step,FORMULA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Steyx,FORMULA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Substitute,FORMULA,NoN-Numeric,ISCASESENSITIVE,Teststr,#VALUE!,teststr,testtestaatesttestbbtesttestcc,,matchlastchaR,nomatch,regexTTchars,2.11,,testblankmatch,***,esblanknewsr,,  ,AxCBBDBEB,#VALUE!,#VALUE!,ABCBxDBEB,ABCBBDBEB,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,NoN-Numeric,ISCASESENSITIVE,Teststr,#VALUE!,teststr,testtestaatesttestbbtesttestcc,,matchlastchaR,nomatch,regexTTchars,2.11,,testblankmatch,***,esblanknewsr,,  ,AxCBBDBEB,#VALUE!,#VALUE!,ABCBxDBEB,ABCBBDBEB,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Subtotal,FORMULA,3,1,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,3,1,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sum,FORMULA,10000000537,539.10002,0.00001,0,-1000023.9,475.98121,5.09999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,10000000537,539.10002,0.00001,0,-1000023.9,475.98121,5.09999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sumif,FORMULA,9.3456,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,9.3456,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sumproduct,FORMULA,3,536.20535,536.20534,1762.2,1938.42,#VALUE!,#VALUE!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,3,536.20535,536.20534,1762.2,1938.42,#VALUE!,#VALUE!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4,,2,3,#REF!,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sumsq,FORMULA,285161,11.20996,1.21,11.20996,6.21,71.94652146,0,0,622175,2,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,285161,11.20996,1.21,11.20996,6.21,71.94652146,0,0,622175,2,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sumx2my2,FORMULA,285149.79,#DIV/0!,-74.83668064,#DIV/0!,285138.754,-14.43893553,#N/A,-7.992,-2304,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,285149.79,#DIV/0!,-74.83668064,#DIV/0!,285138.754,-14.43893553,#N/A,-7.992,-2304,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sumx2py2,FORMULA,285172.21,3.21002,#DIV/0!,#DIV/0!,2.21,110.8892974,105.7931363,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,285172.21,3.21002,#DIV/0!,#DIV/0!,2.21,110.8892974,105.7931363,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sumxmy2,FORMULA,284090.7993,2E+12,4,#DIV/0!,#N/A,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,284090.7993,2E+12,4,#DIV/0!,#N/A,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Syd,FORMULA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,T,FORMULA,,,,TRUE,,,non-numeric,1.1,2.99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,,,,TRUE,,,non-numeric,1.1,2.99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tan,FORMULA,0,1.964759657,2.185039863,1.557407725,0,#VALUE!,1.557407725,1.557407725,74.6859334,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,0,1.964759657,2.185039863,1.557407725,0,#VALUE!,1.557407725,1.557407725,74.6859334,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tanh,FORMULA,0,#VALUE!,-0.995054655,-0.759509403,0.96402758,0.746067998,0.800499022,0.761594156,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,0,#VALUE!,-0.995054655,-0.759509403,0.96402758,0.746067998,0.800499022,0.761594156,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tdist,FORMULA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Terminate,FORMULA,WILL_NEVER_IMPLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,WILL_NEVER_IMPLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Text,FORMULA,200%',321.32',$534.00',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,200%',321.32',$534.00',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Textbox,FORMULA,WILL_NEVER_IMPLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXPECTED VALUE,WILL_NEVER_IMPLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
